AAALL,42.12018888888889,-71.14176111111112
AAAME,37.77090833333333,-122.08281111111111
AAARN,34.28149722222222,-85.26817222222222
AABEE,34.06805555555556,-84.2143638888889
AABER,26.072777777777777,-81.33
AABEZ,44.78808333333333,-93.0047111111111
AACES,35.27208611111111,-97.1444388888889
AACEZ,34.55277777777778,-73.99666666666667
AADCO,39.784819444444445,-112.461825
AADEN,31.541133333333335,-82.92853055555555
AADIE,39.88709166666666,-86.49233333333333
AADMS,42.585425,-71.318925
AADPO,-14.168761111111111,-170.96753333333334
AAERO,39.59936944444445,-106.97944722222222
AAFRE,40.45011388888889,-79.91777222222223
AAGEE,40.027141666666665,-104.7782611111111
AAGIN,40.58311388888889,-88.31391111111111
AAHOY,28.570644444444444,-83.09790555555556
AAHZZ,29.730927777777776,-95.93166388888889
AAIRE,35.14626944444444,-81.06231388888888
AAJAY,38.93234444444444,-84.53963055555555
AAKAY,33.63417222222222,-84.7933
AALAN,36.58871944444445,-113.91835833333334
AALEX,33.05354722222222,-80.34076944444443
AALII,35.06333055555555,-92.00283888888889
AALIX,48.50441388888889,-121.75634722222222
AALLE,40.453425,-103.75699722222222
AAMEE,41.81989444444445,-87.89577777777778
AAMMO,35.10631111111111,-79.75926666666666
AAMOS,30.514972222222223,-81.97505555555556
AAMYY,51.39993055555556,171.5537277777778
AANAH,44.428155555555556,-93.32200833333333
AANDD,34.411947222222224,-97.1449388888889
AANDI,30.411516666666664,-88.918825
AANDY,41.82166666666667,-96.06527777777778
AANET,38.530769444444445,-122.49719444444445
AANNE,36.351705555555554,-121.36366944444444
AANNN,37.59638888888889,-77.22688055555555
AANTS,38.71865555555556,-78.46264722222223
AANZA,43.762933333333336,-91.48561666666667
AARBY,38.816602777777774,-90.67375555555556
AARCH,39.093611111111116,-89.16250000000001
AARCI,33.577130555555556,-117.04472222222222
AAREN,36.511025,-78.95784722222223
AARES,20.998611111111114,-157.095
AARGH,34.89306944444444,-99.90773055555556
AARIN,39.92027777777778,-86.22111111111111
AARNN,36.378775,-78.01779166666667
AARON,43.40038611111111,-122.70099166666667
AARPS,26.706758333333333,-80.2709111111111
AARTA,34.60591388888889,-87.27354166666666
AARUN,33.73481944444445,-66.26180833333333
AARWX,26.644708333333334,-80.34123055555555
AASEN,45.82989722222223,-122.61190277777777
AASON,40.8617,-115.61266111111111
AASPN,34.26820277777777,-117.03265555555555
AASTN,37.088461111111116,-80.71146944444445
AASUM,43.66647222222222,-70.23261388888889
AASUN,44.90767777777778,-93.25504444444445
AATAT,33.16720833333333,-83.43720277777778
AATRE,21.21973611111111,-157.92191944444443
AAVVA,37.607461111111114,-77.39639444444445
AAYDE,43.24234166666667,-90.84927499999999
AAYES,39.72000277777778,-105.07870833333332
AAYJY,33.68554722222222,-118.172375
AAYRR,46.646819444444446,-123.72238888888889
ABASN,38.996658333333336,-106.58103333333332
ABSAW,44.032075,-93.88008888888888
ACABE,36.293727777777775,-82.32411944444443
ACACE,44.63203611111111,-96.04200277777778
ACACO,41.89962222222222,-111.84167777777778
ACADE,69.07993055555555,-165.79088611111112
ACADI,38.9283,-78.25307222222222
ACADO,32.667630555555554,-97.60608055555555
ACAFI,46.365205555555555,-114.12180555555555
ACAFO,42.765255555555555,-75.51999722222222
ACAGI,40.43227777777778,-106.84273333333333
ACAGO,39.621205555555555,-111.8696611111111
ACAGU,36.816205555555555,-103.19526388888889
ACAKO,47.24790277777778,-104.95997222222222
ACALE,35.608761111111114,-90.11333333333333
ACANO,46.25531388888889,-84.63014166666666
ACANY,40.67116111111111,-98.74429166666667
ACAPE,46.00131666666667,-110.70674444444445
ACAPO,41.44268888888889,-81.80579444444444
ACAPU,30.73588611111111,-81.66496666666667
ACARA,36.00908888888889,-115.09089999999999
ACARI,40.769413888888884,-80.13934444444445
ACASA,7.288102777777778,151.79798333333332
ACATA,41.367583333333336,-88.81778333333332
ACATE,59.71414722222222,-162.55269444444446
ACATI,43.724183333333336,-83.79592777777778
ACAVA,38.04784444444444,-103.616625
ACAVU,41.84788888888889,-79.55454166666667
ACAYO,42.2008,-96.98176944444445
ACCHE,29.578616666666665,-81.47477500000001
ACCOM,37.571325,-75.8013
ACCOW,44.707394444444446,-71.20080555555556
ACCRA,41.93333333333333,-88.01944444444445
ACDAV,64.49167777777778,-162.73810555555553
