ACDEP,45.67057777777777,-122.63115555555555
ACDIV,37.675577777777775,-89.93761666666667
ACEBE,44.66469722222222,-89.26375833333333
ACEBO,48.674188888888885,-95.63234722222222
ACECI,30.011305555555555,-95.80499444444445
ACEDI,36.92063888888889,-88.93940555555555
ACEHO,41.853369444444446,-102.69515
ACEHY,41.105325,-87.08208611111111
ACEJU,29.594877777777775,-82.91498055555556
ACEKO,39.020488888888885,-120.51670833333333
ACELA,41.43885833333333,-72.78085277777778
ACELI,35.42302222222222,-108.09124722222222
ACELL,33.924502777777775,-117.8599611111111
ACELO,39.37447777777778,-78.2869361111111
ACEMI,42.114586111111116,-90.19880833333333
ACENE,30.53437777777778,-81.62130555555555
ACENO,35.31745555555556,-78.85641666666666
ACEPA,36.89210555555555,-113.59353333333333
ACEPU,43.25244444444444,-88.12523888888889
ACERA,33.86660833333333,-84.1932388888889
ACERB,35.098955555555555,-81.12860555555555
ACERE,25.770788888888887,-80.66676666666667
ACERI,38.04841944444444,-103.4012388888889
ACERO,36.363525,-103.21218888888889
ACERT,35.984325,-96.13289722222221
ACESI,37.42717777777778,-97.41823055555557
ACETE,40.26391111111111,-80.59058333333333
ACETI,30.112544444444445,-81.873025
ACETO,38.142802777777774,-85.00724166666667
ACETY,36.93419166666666,-121.51586388888889
ACEYE,60.607347222222224,-151.49856666666665
ACFIJ,43.213144444444445,-113.08352222222221
ACGET,29.867994444444445,-98.09029722222222
ACHAV,29.482516666666665,-83.06036944444445
ACHED,43.318936111111114,-87.85224166666666
ACHES,37.43588333333333,-105.43355555555556
ACHLE,38.54210277777778,-82.62855277777777
ACHOZ,37.30343055555555,-122.04139444444445
ACIBE,40.84668055555556,-85.54661944444445
ACIDU,42.76128333333333,-88.62611666666666
ACIDY,43.050216666666664,-75.95369722222223
ACIGE,60.43980555555555,-151.7689
ACIGO,38.23961111111111,-89.699
ACIKI,39.68373611111111,-79.92448611111112
ACILI,37.46183333333334,-77.44408055555556
ACINI,31.88000277777778,-110.51725277777777
ACINS,33.933877777777774,-117.16211944444446
ACIPO,40.537175,-111.97855833333334
ACIPU,27.441130555555556,-82.60752222222222
ACIRA,41.94293888888888,-83.57383333333333
ACIRI,67.81201388888888,-164.75033333333334
ACISA,40.839397222222225,-85.39204166666667
ACITO,41.39861111111111,-88.18333333333334
ACITU,44.439138888888884,-105.56479444444444
ACIVE,60.56655555555555,-161.94298333333333
ACIVU,28.925977777777778,-95.58684166666666
ACIWA,37.09280833333334,-90.31512777777778
ACIWY,38.163127777777774,-89.18897222222222
